,censustract,state,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latracts10,latracts20,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap
13955,11001007406,District of Columbia,District of Columbia,1,3063,985,0,0.0,0.0,0,1,0,1,1,1,53.719723183391,27344.0,0,1,0,1,0,0,0,1,,2087.07305526733,,,1495.92911911011,,2087.07305526733,68.13819964960281,1495.92911911011,48.8386914498892,786.28058719635,25.6702770877032,86.9791541099548,2.83967202448432,15.6700993180275,0.511593187007101,2032.34461212158,66.3514401606785,0.814328387379646,0.0265859741227438,0.0,0.0,2.62865680456162,0.0858196802011627,35.6153285503387,1.16275966537182,53.2316023111343,1.73789103203181,247.286480903625,25.1052264876777,261.825473308563,26.581266325742497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.0,1233.0,111.0,20.0,2984.0,2.0,0.0,5.0,52.0,71.0,368.0,386.0
13956,11001007407,District of Columbia,District of Columbia,1,2587,1090,0,0.0,0.0,0,1,0,1,1,1,21.953547566019697,37813.0,0,1,0,1,0,0,0,1,470.072006702423,2469.50461822748,470.072006702423,221.404349327087,1302.59249855578,221.404349327087,2469.50461822748,95.4582380451288,1302.59249855578,50.35146882704979,698.374678164721,26.9955422560773,204.915613256395,7.920974613699069,31.9999996926636,1.23695398889306,2383.32578614354,92.12701144737308,10.9999999850988,0.42520293718975,0.0,0.0,2.70008593797684,0.104371315731613,40.478680036962,1.5646957880542,32.7713403552771,1.26677001759865,363.941312432289,33.389111232320104,371.553129300475,34.0874430550895,470.072006702423,18.1705452919375,221.404349327087,8.55834361527203,95.9179676771164,3.7076910582573,54.6773278713226,2.11354185818796,18.5642883982509,0.717599087678815,440.599862098694,17.0313050675954,2.94845809042454,0.113972094720701,0.0,0.0,0.0,0.0,7.9593825340271,0.307668439660885,10.1054220832884,0.390623196107013,89.2848985791206,8.19127509900189,78.6980274915695,7.22000252216234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.0,737.0,213.0,32.0,2499.0,11.0,0.0,3.0,42.0,36.0,483.0,500.0
13957,11001007408,District of Columbia,District of Columbia,1,3038,1053,0,275.0,9.052007899934168,0,1,0,1,1,1,60.3410740203193,17289.0,0,1,0,1,0,0,0,1,,1238.65703773499,,,962.70080280304,,1238.65703773499,40.772121057767805,962.70080280304,31.688637353622106,410.863237857819,13.5241355450237,61.2579185962677,2.01638968387978,2.00000005960464,0.0658327866887638,1220.45298862457,40.1729094346469,1.27559033036232,0.0419878318091613,0.0,0.0,2.00000002980232,0.0658327857077789,12.9284783005714,0.425558864403273,4.92847806215286,0.162227717648218,267.297022342682,25.3843326061426,222.668391227722,21.146096033022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.0,1011.0,135.0,32.0,2964.0,4.0,0.0,7.0,31.0,32.0,563.0,469.0
13958,11001007409,District of Columbia,District of Columbia,1,3499,1417,0,0.0,0.0,0,1,0,1,1,1,30.4872495446266,33940.0,0,1,0,1,0,0,0,1,,1906.60290589929,,,970.054762870073,,1906.60290589929,54.489937293492,970.054762870073,27.7237714452722,626.754315644503,17.9123839852673,139.313637403771,3.9815272193132714,17.6358268959448,0.504024775534289,1852.27869793773,52.937373476356896,0.55654114484787,0.0159057200585273,0.0,0.0,2.00000002980232,0.0571591891912639,34.131872351747,0.975475060067076,17.9725302457809,0.513647620628206,361.021540548652,25.4778786555153,390.570083100349,27.563167473560203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526.0,1208.0,196.0,20.0,3417.0,6.0,0.0,3.0,53.0,34.0,736.0,739.0
13959,11001007502,District of Columbia,District of Columbia,1,4541,1677,0,358.0,7.8837260515305,0,0,0,0,0,1,44.843137254902,28074.0,0,0,0,0,0,0,0,0,,245.875472545624,,,141.907552599907,,245.875472545624,5.41456667134164,141.907552599907,3.12502868530956,51.7405981421471,1.13940978071233,65.7422276735306,1.4477478016633,0.941357374191284,0.0207301778064586,238.335157394409,5.24851700934616,1.03759729862213,0.0228495331121368,0.0,0.0,1.1880087852478,0.0261618318706849,4.37335634231567,0.0963082215881012,2.70743694901466,0.059622042479953,71.3247047662735,4.25311298546652,56.672513961792,3.3793985665946296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470.0,1290.0,522.0,43.0,4380.0,8.0,0.0,4.0,106.0,57.0,865.0,748.0
13960,11001007503,District of Columbia,District of Columbia,1,2425,857,0,46.0,1.8969072164948453,0,1,0,1,1,1,46.512539184953,30551.0,0,1,0,1,0,0,0,1,474.715728759766,2425.00001740456,474.715728759766,316.093865394592,1596.57140851021,316.093865394592,2425.00001740456,100.000000717714,1596.57140851021,65.8379962272251,784.000006079674,32.3298971579247,204.999998942018,8.45360820379454,38.9999999031425,1.60824741868629,2318.99999570847,95.628865802411,6.00000002235174,0.247422681334092,0.0,0.0,8.00000001676381,0.329896907907786,53.0000004861504,2.18556703035672,36.9999990612268,1.52577315716399,375.812594056129,43.8521113251026,418.163377910852,48.7938597328883,474.715728759766,19.5759063406089,316.093865394592,13.0347985729729,159.147206068039,6.562771384249031,41.4705352783203,1.7101251661163002,7.13251858949661,0.294124477917386,456.322803497314,18.8174351957655,0.900608539581299,0.0371384964775793,0.0,0.0,1.42973750829697,0.0589582477648234,8.93005433678627,0.36824966337263,9.35641252994537,0.38583144453383,66.1143808364868,7.7146302026238995,72.5177131891251,8.46181017376022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.0,784.0,205.0,39.0,2319.0,6.0,0.0,8.0,53.0,37.0,405.0,445.0
13961,11001007504,District of Columbia,District of Columbia,1,2451,1007,0,19.0,0.7751937984496124,0,1,0,1,1,1,49.7821350762527,21103.0,0,1,0,1,0,0,0,1,,2150.59293347597,,,1470.43084049225,,2150.59293347597,87.7434897379017,1470.43084049225,59.993098347297,688.965843342245,28.109581531711296,167.339165359735,6.8273833276105895,20.8564544320107,0.850936533333768,2080.18202000856,84.8707474503698,3.3094091238454,0.135022812070396,0.0,0.0,4.76980291469954,0.194606402068525,41.4752727225423,1.69217758965901,6.0000000372529,0.244798043135573,481.494021505117,47.8146992557217,362.328278001398,35.9809610726314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.0,799.0,180.0,25.0,2370.0,4.0,0.0,5.0,47.0,6.0,598.0,450.0
13962,11001007601,District of Columbia,District of Columbia,1,4355,1855,0,86.0,1.9747416762342132,0,1,0,1,1,1,21.2355212355212,52571.0,0,1,0,1,0,0,0,1,,4350.40852081217,,,1818.6571246591,,4350.40852081217,99.89456993828168,1818.6571246591,41.760209521449,942.81510605861,21.6490265455479,613.259440697089,14.0817322777747,139.851886542805,3.21129475414018,4104.85288297455,94.256093753721,21.0000000922009,0.482204364918506,0.0,0.0,6.99999994598329,0.160734786360121,77.7037748508155,1.7842428209142498,60.7037753091208,1.39388691869393,632.470289161865,34.095433377998106,722.632649684339,38.9559379883741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.0,944.0,614.0,140.0,4109.0,21.0,0.0,7.0,78.0,61.0,758.0,834.0
13963,11001007603,District of Columbia,District of Columbia,1,4044,2121,0,0.0,0.0,1,1,1,1,1,1,34.3487858719647,,1,1,1,1,1,0,0,1,572.725410461426,2188.02095919009,572.725410461426,327.176864624023,1150.75752907834,327.176864624023,2188.02095919009,54.105364965135806,1150.75752907834,28.455923073153897,374.655130560015,9.26446910385794,371.54713734494,9.18761467222898,102.558268157176,2.53606004345143,2004.60079249844,49.5697525345807,13.6876561539248,0.338468253064411,1.00000003958121,0.0247279930658064,18.1846261125756,0.449669290617597,47.9895959733985,1.18668634949057,42.3474040122237,1.04716627132106,231.995198957142,10.9380103232976,240.373885430672,11.3330450462363,572.725410461426,14.1623494179383,327.176864624023,8.09042691948624,88.2151141166687,2.18138264383454,68.1958765983582,1.6863470968931302,15.8193621635437,0.391181062402169,532.631280899048,13.170902099383,2.64572203159332,0.0654233934617538,0.567188441753387,0.0140254312995397,6.23560094833374,0.154193890908352,14.8262283802032,0.366622858066351,7.79626893997192,0.192786076656081,74.2258038520813,3.4995664239548003,71.4542994499207,3.368896720882629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.0,713.0,644.0,244.0,3645.0,19.0,1.0,26.0,109.0,89.0,549.0,472.0
13964,11001007604,District of Columbia,District of Columbia,1,3644,1750,0,26.0,0.7135016465422613,0,1,0,1,1,1,21.1704721791177,65125.0,0,1,0,1,0,0,0,1,0.0,2414.37197168171,0.0,0.0,981.737665239256,0.0,2414.37197168171,66.2560914292457,981.737665239256,26.9412092546448,433.331794856815,11.8916518895943,370.031524574733,10.1545423867929,82.7891007644357,2.2719292196606897,2274.82188904565,62.4265062855557,6.99999994877726,0.19209659574032,0.9794802069664,0.026879259247157,8.43964584721107,0.231603892623794,40.3418630197411,1.10707637266029,46.3859466697322,1.27294035866444,447.878048497252,25.5930313427001,389.117890749127,22.2353080428072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,662.0,600.0,148.0,3411.0,10.0,1.0,10.0,64.0,59.0,562.0,587.0
13965,11001007605,District of Columbia,District of Columbia,1,3447,1581,0,102.0,2.959094865100087,0,1,0,1,1,1,28.7824758023434,39519.0,0,1,0,1,0,0,0,1,,2113.19529461861,,,836.073183193803,,2113.19529461861,61.3053465221528,836.073183193803,24.255096698398702,419.595180368051,12.1727641534102,290.701306052506,8.433458255077051,25.2945229975157,0.733812677618675,2015.57172230259,58.4732150363384,6.21680964509142,0.180354210765634,0.0,0.0,11.6799106651742,0.338842781119067,54.4323412994854,1.57912217288905,26.9330363651388,0.7813471530356491,368.786089197733,23.3261283490027,334.722839900292,21.1715901265207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.0,684.0,422.0,47.0,3292.0,11.0,0.0,16.0,81.0,43.0,725.0,584.0
13966,11001007703,District of Columbia,District of Columbia,1,5187,2103,0,25.0,0.4819741661846925,0,1,0,1,1,1,34.256210715354705,28402.0,0,1,0,1,0,0,0,1,,2805.91278326511,,,2101.06866902113,,2805.91278326511,54.0950989640469,2101.06866902113,40.5064327939296,874.183135405183,16.853347511185298,220.754662707448,4.25592177959221,26.5117982027587,0.511120073313257,2673.7131716013,51.546427059982605,1.09649686515331,0.0211393264922559,0.823860615491867,0.015883181328164,4.77384465932846,0.0920347919670033,98.9935874396469,1.90849407055421,93.1940942527726,1.79668583483271,572.672379970551,27.231211601072303,503.789860345423,23.9557708200391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936.0,1522.0,498.0,53.0,4924.0,5.0,1.0,10.0,194.0,186.0,1069.0,971.0
13967,11001007707,District of Columbia,District of Columbia,1,3867,1555,0,17.0,0.4396172743728989,0,1,0,1,1,1,28.8012009435985,53766.0,0,1,0,1,0,0,0,1,,2635.67478658259,,,1374.55234037153,,2635.67478658259,68.1581274006359,1374.55234037153,35.5457031386484,712.214317769045,18.4177480674695,452.21178404981,11.6941242319579,22.4388935236202,0.580266188870448,2559.85000680294,66.1973107525973,0.957247018814087,0.0247542544301548,0.0,0.0,7.87010245025158,0.203519587542063,44.5585380869452,1.15227665081317,39.2266217982105,1.01439415045799,373.61035092664,24.0263891271151,340.46954896953,21.8951478436996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.0,1026.0,645.0,42.0,3740.0,1.0,0.0,12.0,72.0,64.0,587.0,506.0
13968,11001007708,District of Columbia,District of Columbia,1,2486,1084,0,0.0,0.0,0,1,0,1,1,1,39.2798690671031,33672.0,0,1,0,1,0,0,0,1,80.7541973590851,1460.72464960814,80.7541973590851,38.6603856086731,757.512490868568,38.6603856086731,1460.72464960814,58.7580309576885,757.512490868568,30.471138007585203,323.088653378189,12.9963255582538,175.94371444732,7.07738191662589,8.36582016840111,0.336517303636408,1415.35735052824,56.9331194902752,0.999999988824129,0.0402252610146472,1.61989084049128,0.0651605326022237,0.999999970197678,0.0402252602653933,33.3815893996507,1.3427831616915,20.1499638375826,0.810537563860926,284.151955738664,26.2132800496922,293.159928098321,27.0442738098082,80.7541973590851,3.2483587031007697,38.6603856086731,1.55512411941565,14.4474333524704,0.581151784089718,14.0045870840549,0.563338177154262,1.97090332210064,0.0792801014521576,73.3160321712494,2.94915656360617,0.0378327816724777,0.0015218335346933,0.0,0.0,0.0,0.0,5.42942869663239,0.218400188923266,9.72357973270118,0.3911335371158959,12.0834746658802,1.1147116850443,14.5420168638229,1.34151447083237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.0,649.0,248.0,11.0,2416.0,1.0,2.0,2.0,54.0,35.0,646.0,476.0
13969,11001007709,District of Columbia,District of Columbia,1,2007,979,0,17.0,0.8470353761833582,1,1,1,1,1,1,28.6130778842149,35500.0,1,1,1,1,1,0,0,1,810.413607936818,2007.00000708969,810.413607936818,427.196611301042,1085.88001132105,427.196611301042,2007.00000708969,100.000000353248,1085.88001132105,54.1046343458418,408.000003865571,20.328849221005,305.000002018933,15.196811261531302,38.0000003280147,1.89337321016516,1896.00000447268,94.4693574724802,3.00000023841858,0.149476842970532,0.0,0.0,8.00000001117587,0.3986048834666599,61.9999997643754,3.08918783081093,46.9999994635582,2.34180366036663,418.244543849723,42.7216081562537,271.684211443178,27.7511962659018,810.413607936818,40.3793526625221,427.196611301042,21.2853319033902,163.861776879639,8.16451304831287,122.602255457838,6.1087322101563295,7.80290087517642,0.388784298713324,770.424833612982,38.3868875741396,1.34376668930054,0.0669539954808439,0.0,0.0,3.39172504842281,0.168994770723608,27.450382258743,1.36773205075949,23.0894002914429,1.15044346245356,167.132761440473,17.0717835996397,112.026564218104,11.4429585513896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.0,408.0,305.0,38.0,1896.0,3.0,0.0,8.0,62.0,47.0,448.0,290.0
13970,11001007803,District of Columbia,District of Columbia,1,3293,1438,0,37.0,1.1235955056179776,0,1,0,1,1,1,27.2618763428026,48523.0,0,1,0,1,0,0,0,1,,1481.28115254641,,,611.707299783826,,1481.28115254641,44.9827255556151,611.707299783826,18.5759884538058,329.046750620008,9.99230946310378,232.041468335316,7.04650678212316,7.97219516360201,0.242095206911692,1423.57845577598,43.2304420217424,3.79963207896799,0.115385122349468,0.0,0.0,4.01169311162084,0.121824874327994,41.9191754845669,1.2729783019911,33.9828811326879,1.03197331104427,169.092703025788,11.7588805998462,147.107920831069,10.2300362191286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.0,750.0,429.0,36.0,3126.0,8.0,0.0,15.0,108.0,103.0,608.0,419.0
13971,11001007804,District of Columbia,District of Columbia,1,3446,1212,0,216.0,6.268136970400465,1,1,1,1,1,1,22.7313035767071,61429.0,1,1,1,1,1,0,0,1,614.270927757025,3445.99999730729,614.270927757025,250.854260668159,1529.08613242291,250.854260668159,3445.99999730729,99.9999999218599,1529.08613242291,44.3727838776237,1013.99999747685,29.4254207044936,461.000000370981,13.377829378148002,24.0000003501773,0.696459673539678,3288.99998588184,95.4439926257063,3.99999998994031,0.116076610271048,0.0,0.0,4.00000003948526,0.1160766117088,125.000000317012,3.62739408929229,69.0000008374368,2.00232155651297,540.021256481979,44.5562092806913,483.215689118141,39.8692812803746,614.270927757025,17.8256218153518,250.854260668159,7.27957808091,172.780626863241,5.01394738430764,124.490507099777,3.6126090278519296,2.19393905997276,0.0636662524658376,593.456174761057,17.221595320982498,0.129292711615562,0.0037519649337075,0.0,0.0,0.0,0.0,18.4915306866169,0.5366085515559169,9.67068132013083,0.280634977368857,77.246184617281,6.37344757568325,55.9770024865866,4.61856456159955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.0,1014.0,461.0,24.0,3289.0,4.0,0.0,4.0,125.0,69.0,566.0,488.0
13972,11001007806,District of Columbia,District of Columbia,1,2347,964,0,10.0,0.4260758414997869,1,1,1,1,1,1,19.5544554455446,53393.0,1,1,1,1,1,0,0,1,1980.92003459187,2347.00000305084,1980.92003459187,764.229706124403,976.898464016616,764.229706124403,2347.00000305084,100.000000129989,976.898464016616,41.6232835115729,550.000001098277,23.4341713292832,292.000001672219,12.441414643043,35.0000001043081,1.49126544969357,2246.99999977561,95.7392415754414,3.00000008940697,0.127822756259351,1.0,0.0426075841499787,13.0000000540167,0.5538985962512449,48.0000000993878,2.04516404343365,75.0000006603768,3.1955688393854595,358.497004576144,37.1884859518821,337.306043579854,34.9902534833874,1980.92003459187,84.40221706825159,764.229706124403,32.561981513609,458.805333915414,19.5485868732601,257.629747426166,10.9769811429981,26.6012541502714,1.13341517470266,1895.55122543132,80.76485834816029,3.00000008940697,0.127822756259351,0.0,0.0,11.6692245844752,0.497197468448026,44.0983267824322,1.87892316925574,57.4444499659112,2.4475692358718,281.240424387273,29.174317882497203,280.927924870077,29.141900920132503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0,550.0,292.0,35.0,2247.0,3.0,1.0,13.0,48.0,75.0,383.0,359.0
13973,11001007807,District of Columbia,District of Columbia,1,2139,810,0,39.0,1.82328190743338,0,1,0,1,1,1,18.807139747496706,49792.0,0,1,0,1,0,0,0,1,151.289948225021,2136.47847413644,151.289948225021,64.4446921944618,939.732013233006,64.4446921944618,2136.47847413644,99.8821166029192,939.732013233006,43.9332404503509,545.563586010598,25.5055439930153,243.757547795773,11.3958647870861,17.9999998509884,0.8415147195412989,2050.59970306978,95.8672137947534,4.99999997019768,0.233754089303304,0.0,0.0,1.9999999795109,0.0935016353207528,60.8787731304765,2.84613245116767,48.9999988675117,2.2907900358818,316.643747240771,39.0918206470087,222.112040058011,27.4212395133347,151.289948225021,7.072928855774729,64.4446921944618,3.01284208482757,35.7166692018509,1.66978350639789,19.5433172732592,0.91366607168112,1.63505652546883,0.0764402302696973,144.017879962921,6.73295371495658,0.32901719212532,0.0153818229137597,0.0,0.0,0.208178514614701,0.0097325158772651,5.09981904178858,0.238420712566086,4.45788848400116,0.208409933800896,23.8350290358067,2.94259617726008,15.4015458896756,1.90142541847847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,546.0,244.0,18.0,2053.0,5.0,0.0,2.0,61.0,49.0,336.0,237.0
13974,11001007808,District of Columbia,District of Columbia,1,3646,1352,0,26.0,0.7131102578167855,1,1,1,1,1,1,37.192180756537205,55000.0,1,1,1,1,1,0,0,1,1637.20446136594,3458.43405408785,1637.20446136594,823.482588421553,1655.79849952017,823.482588421553,3458.43405408785,94.8555692289591,1655.79849952017,45.414111341749006,1058.33456159243,29.0272781566767,457.311982374638,12.5428409866878,33.0656946655363,0.906903309531988,3310.80016277358,90.8063676021278,4.47377419471741,0.1227036257465,0.0,0.0,9.86844354611821,0.270664935439337,100.22597271204,2.74892958617773,71.3012315630913,1.9556015239465496,489.004138910735,36.1689451857053,453.184378239792,33.5195546035349,1637.20446136594,44.904126751671406,823.482588421553,22.585918497574102,595.885595355183,16.343543482040097,122.540123652667,3.36094689118669,8.04804793559015,0.220736366856559,1583.72426658869,43.43730846376,0.0,0.0,0.0,0.0,3.00366943818517,0.0823825956715625,42.4284738153219,1.16369922696988,23.6146116703749,0.6476854544809351,172.980802054517,12.7944380217838,181.061106963083,13.3920937102872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0,1102.0,470.0,34.0,3489.0,9.0,0.0,10.0,104.0,77.0,570.0,516.0
13975,11001007809,District of Columbia,District of Columbia,1,2922,1135,0,16.0,0.5475701574264202,1,1,1,1,1,1,30.8352591614394,58371.0,1,1,1,1,1,0,0,1,1990.03314220905,2922.00001199543,1990.03314220905,648.759278357029,1138.51021127403,648.759278357029,2922.00001199543,100.000000410521,1138.51021127403,38.9633884761816,792.999995060265,27.1389457583937,317.999998580199,10.8829568302601,57.9999993368983,1.98494179797736,2768.00000943989,94.7296375578332,4.00000002444722,0.136892540193265,0.0,0.0,8.99999997927807,0.308008212843192,83.0000005969778,2.84052021208001,85.9999999962747,2.94318959603952,407.235665435903,35.879794311533296,310.714906892274,27.3757627217862,1990.03314220905,68.1051725602003,648.759278357029,22.2025762613631,547.806250393391,18.747647172942894,219.590662151575,7.515080840231871,30.4208083003759,1.04109542437974,1902.81666636467,65.1203513471824,2.76015810668468,0.0944612630624464,0.0,0.0,7.99321830272675,0.273552987772989,46.0422967672348,1.5757117305693,43.5912222117186,1.49182827555505,261.00334200263,22.9958891632273,219.619273617864,19.3497157372567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,793.0,318.0,58.0,2768.0,4.0,0.0,9.0,83.0,86.0,412.0,314.0
13976,11001007901,District of Columbia,District of Columbia,1,3822,1540,0,0.0,0.0,0,0,0,0,0,1,23.0603448275862,91085.0,0,0,0,0,0,0,0,0,,289.950463496149,,,87.5145886130631,,289.950463496149,7.586354356257161,87.5145886130631,2.28975899039935,63.6148280389607,1.66443820091472,29.3505909550004,0.767938015567775,26.0777290081605,0.6823058348550639,244.124175027013,6.38734105251211,3.91177302598953,0.102348849450276,0.0,0.0,2.44081333413487,0.0638622013117445,13.395977507811,0.350496533433047,8.59484261542093,0.2248781427373349,30.3141385223717,1.96845055340076,27.6595800863579,1.7960766289842798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0,1051.0,317.0,397.0,3252.0,24.0,0.0,16.0,133.0,115.0,524.0,361.0
13977,11001007903,District of Columbia,District of Columbia,1,1774,778,0,0.0,0.0,0,1,0,0,0,1,15.7012195121951,88214.0,0,1,0,1,0,0,0,0,,531.300027489662,,,112.307321846485,,531.300027489662,29.949268742371,112.307321846485,6.330739675675599,103.458907276392,5.83195644173574,81.4657041430473,4.59220429216727,55.806425511837,3.14579625207649,453.189010262489,25.5461674330603,2.25179675221443,0.126933300575785,0.0,0.0,1.75802361965179,0.0990994148619952,18.2947711646557,1.03127233171678,19.8974680900574,1.12161601409568,52.2164660915732,6.71162803233589,33.0104102194309,4.24298331869292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,367.0,256.0,156.0,1536.0,10.0,0.0,6.0,66.0,95.0,174.0,110.0
13978,11001008001,District of Columbia,District of Columbia,1,2784,1286,0,56.0,2.0114942528735638,0,0,0,0,0,0,3.71621621621622,174734.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,387.0,267.0,1321.0,1247.0,65.0,1.0,10.0,140.0,138.0,146.0,20.0
13979,11001008002,District of Columbia,District of Columbia,1,3031,1477,0,57.0,1.8805674694820191,0,0,0,0,0,0,4.12462908011869,180107.0,0,0,0,0,0,0,0,0,,209.367592565715,,,33.8882852774113,,209.367592565715,6.907541820049989,33.8882852774113,1.11805626121449,42.385422071442,1.3983972969792802,10.3028316963464,0.339915265468374,26.6882537007332,0.8805098548575779,163.569218687713,5.39654301180182,8.99999991059303,0.296931702757936,0.0,0.0,0.0,0.0,10.1101205796003,0.333557260956791,8.02753015607595,0.264847580207059,19.4220653679222,1.31496718807869,7.5811796807684,0.513282307431848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,417.0,265.0,1662.0,1158.0,74.0,3.0,6.0,128.0,114.0,352.0,110.0
13980,11001008100,District of Columbia,District of Columbia,1,2910,1452,0,0.0,0.0,0,0,0,0,0,0,0.8464681844716869,232500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,359.0,262.0,2276.0,422.0,75.0,1.0,11.0,125.0,133.0,239.0,27.0
